recall@010,recall@020,ndcg@010,ndcg@020,accuracy@010,accuracy@020,precision@010,precision@020,f1@010,f1@020,mrr@010,mrr@020,phr@010,phr@020,user_id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0
0.2,0.125,0.3052348839397012,0.22712956744410776,0.125,0.125,0.2,0.1,0.20000000000000004,0.11111111111111112,1.0,1.0,1.0,1.0,1
0.3333333333333333,0.3333333333333333,0.2521686779156779,0.2521686779156779,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615385,0.33333333333333326,0.33333333333333326,1.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027700831024930483,0.0027700831024930483,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956519,0.04347826086956519,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488413,0.023255813953488413,0.0,0.0,5
0.09999999999999998,0.16666666666666669,0.09478836436955074,0.13165584085468862,0.08333333333333331,0.16666666666666669,0.09999999999999998,0.10000000000000003,0.09999999999999998,0.125,0.25,0.25,1.0,1.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142847,0.02857142857142847,0.0,0.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026315789473684292,0.026315789473684292,0.0,0.0,8
0.09999999999999998,0.09999999999999998,0.06943122193677731,0.07714693474999157,0.0357142857142857,0.0714285714285714,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.10000000000000003,0.125,0.125,1.0,1.0,9
0.09999999999999998,0.0714285714285714,0.1388624438735545,0.11243817952384738,0.0714285714285714,0.0714285714285714,0.09999999999999998,0.04999999999999999,0.09999999999999998,0.05882352941176472,0.5,0.5,1.0,1.0,10
0.09999999999999998,0.09999999999999998,0.13886244387355462,0.12248225777092048,0.050000000000000044,0.09999999999999998,0.09999999999999998,0.10000000000000003,0.09999999999999998,0.09999999999999998,0.5,0.5,1.0,1.0,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02083333333333348,0.02083333333333348,0.0,0.0,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005396654074472096,0.0005396654074472096,0.0,0.0,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084487,0.012048192771084487,0.0,0.0,14
0.20000000000000007,0.19999999999999996,0.314880130667631,0.3148801306676309,0.19999999999999996,0.20000000000000007,0.20000000000000007,0.09999999999999998,0.20000000000000007,0.1333333333333333,1.0,1.0,1.0,1.0,15
0.125,0.125,0.07979453856244811,0.07979453856244811,0.125,0.125,0.10000000000000009,0.050000000000000044,0.11111111111111116,0.0714285714285714,0.12499999999999956,0.12499999999999956,1.0,1.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000419463087248495,0.000419463087248495,0.0,0.0,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468055,0.02127659574468055,0.0,0.0,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987013102,0.012987012987013102,0.0,0.0,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.040000000000000036,0.0,0.0,20
0.0,0.33333333333333326,0.0,0.13090199016819715,0.0,0.33333333333333326,0.0,0.050000000000000044,0.0,0.08695652173913049,0.09090909090909083,0.09090909090909083,0.0,1.0,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021945,0.005376344086021945,0.0,0.0,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001321877065434407,0.0001321877065434407,0.0,0.0,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013605442176869431,0.0013605442176869431,0.0,0.0,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006645,0.006993006993006645,0.0,0.0,25
0.19999999999999996,0.10000000000000009,0.15840915256850252,0.1022320947649209,0.08333333333333326,0.08333333333333326,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.10000000000000009,0.25,0.25,1.0,1.0,26
0.19999999999999996,0.19999999999999996,0.29849003527675544,0.2708567040902119,0.1333333333333333,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.19999999999999996,0.17142857142857149,1.0,1.0,1.0,1.0,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172423,0.006172839506172423,0.0,0.0,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124575,0.005649717514124575,0.0,0.0,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017953321364450048,0.0017953321364450048,0.0,0.0,30
0.30000000000000004,0.15000000000000013,0.37850091886658266,0.2442721343985783,0.1428571428571428,0.1428571428571428,0.30000000000000004,0.1499999999999999,0.30000000000000004,0.1499999999999999,1.0,1.0,1.0,1.0,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956541,0.04347826086956541,0.0,0.0,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032029,0.008064516129032029,0.0,0.0,33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666696,0.04166666666666696,0.0,0.0,34
